age,experience,education,job_title,location,country,company_size,skills,salary
43,23,Master,Nurse,Birmingham,UK,Small (50-200),"Leadership, Communication, Excel, Financial Modeling, AWS",169896
33,19,PhD,Software Engineer,Melbourne,Australia,Small (50-200),"Project Management, Communication, PowerPoint, SQL, Financial Modeling, Excel, AWS, JavaScript",320181
42,22,Bachelor,Nurse,Birmingham,UK,Small (50-200),"Machine Learning, Leadership, Teamwork, Excel, SQL, Python",140097
48,15,Master,Sales Executive,Adelaide,Australia,Startup (1-50),"Python, Financial Modeling, Machine Learning, Project Management, Leadership, Excel",117352
52,4,Bachelor,Sales Executive,Chennai,India,Startup (1-50),"Communication, Machine Learning, Project Management, Excel, Python",53344
33,0,Bachelor,UX Designer,Brisbane,Australia,Small (50-200),"SQL, Communication, Financial Modeling, PowerPoint, Project Management, Machine Learning, Python",108145
26,24,Master,Product Manager,Remote,Australia,Startup (1-50),"SQL, Communication, Machine Learning, AWS, Teamwork, PowerPoint",187734
55,27,Master,Doctor,Adelaide,Australia,Medium (200-1000),"Financial Modeling, Machine Learning, Leadership, JavaScript, PowerPoint, Project Management, Teamwork",241758
27,36,Bachelor,DevOps Engineer,Hyderabad,India,Large (1000+),"Machine Learning, Python, Leadership, SQL, JavaScript, Teamwork",192034
38,30,Bachelor,Nurse,Remote,Australia,Small (50-200),"JavaScript, Teamwork, Project Management, SQL, Python, Leadership",214516
50,38,Master,Pharmacist,Brisbane,Australia,Small (50-200),"Leadership, Machine Learning, Teamwork, AWS, PowerPoint, Communication, JavaScript, SQL",330105
57,0,Bachelor,Software Engineer,New York,USA,Large (1000+),"Teamwork, Python, Project Management, Financial Modeling, PowerPoint, JavaScript, AWS, Leadership",237095
53,7,Master,Doctor,Seattle,USA,Large (1000+),"Leadership, Excel, SQL, Project Management, AWS, JavaScript, Communication",245032
57,22,Bachelor,Investment Banker,London,UK,Startup (1-50),"Project Management, SQL, Financial Modeling, Machine Learning, Excel",179564
42,20,Bachelor,Pharmacist,Atlanta,USA,Medium (200-1000),"Project Management, AWS, Leadership, Teamwork, SQL, JavaScript, Financial Modeling",221892
38,38,Bachelor,HR Specialist,Chennai,India,Large (1000+),"PowerPoint, Machine Learning, Communication, Project Management, Teamwork, SQL",126565
55,37,Bachelor,Teacher,San Francisco,USA,Small (50-200),"Financial Modeling, JavaScript, Excel, Communication, PowerPoint, Machine Learning, AWS, Project Management",339273
27,38,Master,Marketing Manager,Remote,USA,Small (50-200),"Project Management, SQL, PowerPoint, JavaScript, Machine Learning, AWS, Teamwork, Financial Modeling",238742
29,23,Bachelor,Nurse,Mumbai,India,Startup (1-50),"SQL, Teamwork, Leadership, JavaScript, AWS, Excel, Python, PowerPoint",128236
27,30,PhD,Doctor,Austin,USA,Large (1000+),"Machine Learning, Financial Modeling, JavaScript, Excel, AWS, Python, Leadership",476431
23,14,Bachelor,Financial Analyst,Adelaide,Australia,Startup (1-50),"SQL, AWS, Python, PowerPoint, Project Management, Teamwork, Financial Modeling",120142
30,29,Bachelor,Financial Analyst,Delhi,India,Startup (1-50),"Machine Learning, Teamwork, SQL, AWS, Excel",103712
53,30,Bachelor,Pharmacist,Mumbai,India,Startup (1-50),"JavaScript, AWS, Excel, Project Management, SQL, PowerPoint",144412
48,12,Master,Pharmacist,Atlanta,USA,Startup (1-50),"Machine Learning, Excel, Communication, AWS, Leadership, JavaScript",176897
50,21,Master,Medical Technician,Chennai,India,Small (50-200),"Excel, Machine Learning, Python, SQL, Leadership, JavaScript",124390
35,37,Bachelor,Accountant,Austin,USA,Startup (1-50),"Machine Learning, SQL, Teamwork, Excel, Leadership, Project Management, AWS",226533
25,26,PhD,Doctor,Remote,Australia,Startup (1-50),"Communication, Python, Leadership, Project Management, Machine Learning, Excel",233527
54,23,Bachelor,Doctor,Austin,USA,Medium (200-1000),"Teamwork, JavaScript, PowerPoint, SQL, Machine Learning",250673
39,4,PhD,Pharmacist,Atlanta,USA,Small (50-200),"JavaScript, Python, Leadership, Teamwork, Communication, AWS, Project Management",153675
33,4,Master,Data Scientist,Remote,India,Small (50-200),"SQL, AWS, Machine Learning, Communication, Python",75284
57,0,PhD,Teacher,Atlanta,USA,Medium (200-1000),"Financial Modeling, AWS, Project Management, Leadership, JavaScript, Communication, Machine Learning, Python",129804
30,28,Master,Medical Technician,Seattle,USA,Small (50-200),"Python, PowerPoint, Machine Learning, Leadership, AWS, Financial Modeling, Excel",390081
50,34,High School,Investment Banker,Delhi,India,Startup (1-50),"SQL, PowerPoint, Communication, Project Management, Teamwork, Python, JavaScript",92532
38,9,PhD,Data Scientist,Remote,USA,Large (1000+),"Teamwork, PowerPoint, Financial Modeling, Communication, Machine Learning, Python, Project Management",241595
59,27,High School,Investment Banker,Bangalore,India,Large (1000+),"SQL, AWS, Python, Communication, JavaScript, Leadership, PowerPoint, Teamwork",125604
48,27,Bachelor,Nurse,Mumbai,India,Large (1000+),"Financial Modeling, AWS, SQL, Excel, Project Management, Python, Leadership, PowerPoint",180256
51,38,Master,Teacher,San Francisco,USA,Large (1000+),"PowerPoint, Python, JavaScript, Teamwork, Leadership, Excel",506260
30,14,Master,Product Manager,Remote,USA,Startup (1-50),"SQL, Communication, Leadership, Excel, Financial Modeling, Project Management, Machine Learning",175178
30,5,Bachelor,Product Manager,Chennai,India,Medium (200-1000),"Financial Modeling, Excel, SQL, Project Management, Communication",71911
32,32,High School,DevOps Engineer,Perth,Australia,Small (50-200),"PowerPoint, Leadership, SQL, Communication, JavaScript, AWS, Teamwork, Excel",182008
31,19,Bachelor,Product Manager,Melbourne,Australia,Large (1000+),"SQL, Excel, Project Management, AWS, Python, Communication, Financial Modeling",308038
27,5,Master,Risk Manager,London,UK,Startup (1-50),"Project Management, Communication, JavaScript, AWS, Leadership, PowerPoint",141095
44,18,Master,Data Scientist,Bangalore,India,Small (50-200),"Leadership, AWS, PowerPoint, JavaScript, SQL, Excel, Communication",143793
45,30,Master,DevOps Engineer,Delhi,India,Small (50-200),"Project Management, Communication, Financial Modeling, Excel, Leadership, JavaScript, SQL, Python",159987
31,1,Bachelor,Data Scientist,San Francisco,USA,Startup (1-50),"Leadership, AWS, PowerPoint, JavaScript, Python, SQL",168804
53,32,Master,Medical Technician,Hyderabad,India,Startup (1-50),"Project Management, Communication, Excel, AWS, SQL",175418
27,36,PhD,DevOps Engineer,Hyderabad,India,Medium (200-1000),"Python, Project Management, Teamwork, PowerPoint, Financial Modeling, Excel",234053
23,30,PhD,Financial Analyst,Bangalore,India,Small (50-200),"Project Management, Teamwork, Excel, PowerPoint, Financial Modeling, AWS",186803
44,15,Master,Product Manager,Bristol,UK,Small (50-200),"Project Management, SQL, Teamwork, Communication, Python, AWS, Financial Modeling, Leadership",170712
54,14,Bachelor,DevOps Engineer,Edinburgh,UK,Startup (1-50),"SQL, Python, Machine Learning, AWS, Communication, Teamwork, Excel, Project Management",143927
40,15,PhD,HR Specialist,Seattle,USA,Startup (1-50),"AWS, Communication, Leadership, Machine Learning, Project Management, PowerPoint, Excel, SQL",212369
55,29,Master,DevOps Engineer,Remote,UK,Medium (200-1000),"Financial Modeling, AWS, Excel, Project Management, PowerPoint, JavaScript, SQL",222082
27,3,Bachelor,Software Engineer,Birmingham,UK,Large (1000+),"AWS, Leadership, SQL, Excel, Teamwork",104711
50,17,Bachelor,UX Designer,Seattle,USA,Medium (200-1000),"Teamwork, PowerPoint, Python, Leadership, Machine Learning, Project Management, SQL",269221
34,12,Bachelor,HR Specialist,Manchester,UK,Startup (1-50),"Communication, SQL, JavaScript, Financial Modeling, Machine Learning, Leadership, PowerPoint, Python",97051
26,32,Bachelor,Data Scientist,Manchester,UK,Small (50-200),"Communication, Excel, AWS, Project Management, Machine Learning, Teamwork",195396
50,1,PhD,Risk Manager,Remote,Australia,Medium (200-1000),"Project Management, JavaScript, Python, Communication, Leadership, Machine Learning",135183
32,25,PhD,Risk Manager,Sydney,Australia,Large (1000+),"Machine Learning, JavaScript, Project Management, SQL, Python, Teamwork, Excel, AWS",423580
26,20,Bachelor,Nurse,Remote,India,Small (50-200),"Leadership, Excel, Financial Modeling, JavaScript, Teamwork, Python, PowerPoint",90872
43,17,PhD,Financial Analyst,Hyderabad,India,Large (1000+),"JavaScript, Project Management, PowerPoint, AWS, Teamwork, Financial Modeling",173062
36,20,Master,Risk Manager,Bangalore,India,Small (50-200),"Project Management, Communication, Leadership, Excel, Machine Learning, Financial Modeling, JavaScript",138520
52,5,Bachelor,DevOps Engineer,Remote,India,Large (1000+),"Teamwork, AWS, Communication, SQL, Project Management, Machine Learning",95432
56,27,Bachelor,Risk Manager,Atlanta,USA,Startup (1-50),"Python, PowerPoint, Teamwork, Excel, AWS",153720
22,7,Bachelor,Risk Manager,Atlanta,USA,Medium (200-1000),"Communication, SQL, Financial Modeling, AWS, Machine Learning",133736
24,30,Bachelor,UX Designer,Seattle,USA,Medium (200-1000),"Python, Project Management, Teamwork, Machine Learning, Excel, JavaScript",325488
53,5,Bachelor,Medical Technician,New York,USA,Large (1000+),"AWS, Project Management, Excel, SQL, PowerPoint, Financial Modeling, Teamwork",242345
52,35,Master,Accountant,Austin,USA,Medium (200-1000),"AWS, JavaScript, Teamwork, Leadership, Financial Modeling, SQL",312299
35,5,Bachelor,Investment Banker,Remote,India,Startup (1-50),"Excel, Python, Leadership, Communication, AWS, PowerPoint",51708
29,9,Bachelor,Financial Analyst,Perth,Australia,Small (50-200),"PowerPoint, Leadership, JavaScript, Teamwork, Machine Learning, Project Management, Excel, Python",131337
40,9,Bachelor,Accountant,Manchester,UK,Startup (1-50),"SQL, Machine Learning, JavaScript, Financial Modeling, Project Management",101771
48,35,Bachelor,Marketing Manager,Chennai,India,Small (50-200),"Project Management, Leadership, Machine Learning, JavaScript, Teamwork, Communication, PowerPoint",99722
55,28,Master,Nurse,London,UK,Small (50-200),"Communication, Excel, Leadership, PowerPoint, Teamwork, SQL, Machine Learning",307197
54,14,Master,Product Manager,Edinburgh,UK,Medium (200-1000),"Machine Learning, Excel, Python, Teamwork, PowerPoint",169734
38,35,PhD,DevOps Engineer,Hyderabad,India,Startup (1-50),"Excel, Leadership, SQL, Project Management, Communication, AWS",199925
45,29,Master,UX Designer,Perth,Australia,Medium (200-1000),"SQL, PowerPoint, Project Management, Machine Learning, Communication, AWS, Python",274520
33,36,Bachelor,Product Manager,Mumbai,India,Startup (1-50),"Communication, Teamwork, JavaScript, AWS, Machine Learning",139520
35,26,PhD,Product Manager,London,UK,Medium (200-1000),"Teamwork, Leadership, PowerPoint, Financial Modeling, SQL",330046
45,16,Master,Accountant,Delhi,India,Medium (200-1000),"Communication, Financial Modeling, Teamwork, PowerPoint, AWS, SQL, Excel, Machine Learning",115032
48,9,Master,Nurse,Austin,USA,Startup (1-50),"Financial Modeling, AWS, Teamwork, Communication, JavaScript, Machine Learning",174473
47,30,Bachelor,Doctor,London,UK,Small (50-200),"Financial Modeling, Communication, Python, PowerPoint, AWS, Project Management",260607
44,31,Bachelor,Software Engineer,Remote,UK,Large (1000+),"PowerPoint, Teamwork, Python, JavaScript, AWS",214418
24,36,High School,UX Designer,Austin,USA,Small (50-200),"AWS, Python, PowerPoint, JavaScript, Machine Learning, Communication",228031
49,18,Bachelor,Data Scientist,Adelaide,Australia,Startup (1-50),"AWS, Teamwork, Excel, Leadership, Machine Learning, PowerPoint, JavaScript, Project Management",138855
52,35,Bachelor,Product Manager,Remote,UK,Large (1000+),"PowerPoint, Python, Leadership, JavaScript, Project Management, SQL",230173
56,8,Master,Doctor,Mumbai,India,Startup (1-50),"Financial Modeling, Machine Learning, Python, JavaScript, SQL, Excel",112317
25,2,Bachelor,UX Designer,Hyderabad,India,Small (50-200),"Project Management, Python, Machine Learning, Leadership, JavaScript, PowerPoint, Teamwork, AWS",89424
50,30,Bachelor,Sales Executive,Melbourne,Australia,Startup (1-50),"Teamwork, AWS, Project Management, Python, JavaScript",186653
29,2,High School,HR Specialist,Austin,USA,Small (50-200),"Project Management, Machine Learning, PowerPoint, Leadership, Teamwork, AWS",91723
43,7,Bachelor,Pharmacist,Birmingham,UK,Large (1000+),"Excel, Leadership, PowerPoint, Machine Learning, Python, Project Management, AWS, JavaScript",129584
59,10,Bachelor,Pharmacist,Birmingham,UK,Startup (1-50),"Teamwork, Leadership, Communication, Python, Financial Modeling",97898
55,26,Master,Teacher,Austin,USA,Small (50-200),"PowerPoint, Teamwork, Project Management, Excel, Python, Leadership, Financial Modeling, Machine Learning",233914
22,30,Master,UX Designer,Perth,Australia,Small (50-200),"Excel, Teamwork, Leadership, Financial Modeling, JavaScript, Python, Communication, AWS",265854
56,36,Master,Data Scientist,Bangalore,India,Large (1000+),"Project Management, PowerPoint, JavaScript, Communication, SQL, Financial Modeling",242380
33,22,PhD,Software Engineer,Melbourne,Australia,Medium (200-1000),"Teamwork, Machine Learning, JavaScript, SQL, Project Management",364683
39,32,Master,Medical Technician,Bangalore,India,Small (50-200),"Project Management, Excel, AWS, Machine Learning, Python",184822
56,30,Master,Teacher,New York,USA,Startup (1-50),"Teamwork, AWS, Excel, Financial Modeling, Python, SQL, Communication",319040
58,39,PhD,HR Specialist,Remote,USA,Large (1000+),"Financial Modeling, Excel, Machine Learning, Python, Project Management, Leadership",342306
42,15,Bachelor,Medical Technician,Mumbai,India,Medium (200-1000),"Financial Modeling, Project Management, Machine Learning, Leadership, Python, JavaScript, AWS, Excel",137329
33,9,Master,Sales Executive,New York,USA,Large (1000+),"Communication, Excel, Project Management, SQL, Machine Learning, Teamwork, Leadership",290586
55,7,Master,Data Scientist,Atlanta,USA,Small (50-200),"Teamwork, Machine Learning, Financial Modeling, Communication, JavaScript",154906
53,36,PhD,Marketing Manager,Atlanta,USA,Small (50-200),"JavaScript, Excel, Communication, Python, Financial Modeling, Teamwork, AWS",251573
51,38,Master,Software Engineer,Bristol,UK,Medium (200-1000),"Excel, Python, JavaScript, PowerPoint, Teamwork, AWS, Project Management",272894
52,28,Bachelor,Medical Technician,Bangalore,India,Large (1000+),"Leadership, Financial Modeling, PowerPoint, Teamwork, JavaScript",205626
34,7,Master,Sales Executive,Brisbane,Australia,Startup (1-50),"Machine Learning, Project Management, AWS, JavaScript, Teamwork, PowerPoint",111277
27,5,Master,Medical Technician,Brisbane,Australia,Startup (1-50),"Excel, Machine Learning, PowerPoint, JavaScript, Project Management, AWS",153332
57,3,Master,UX Designer,Mumbai,India,Small (50-200),"Communication, Machine Learning, Python, Excel, Leadership, AWS, SQL",89152
52,12,Master,Marketing Manager,Adelaide,Australia,Small (50-200),"Python, AWS, SQL, Leadership, PowerPoint, Project Management, Excel, Teamwork",136805
44,24,Master,Risk Manager,San Francisco,USA,Small (50-200),"Excel, Leadership, Financial Modeling, AWS, Teamwork, PowerPoint",367480
43,19,Bachelor,Data Scientist,Mumbai,India,Large (1000+),"Excel, SQL, JavaScript, Teamwork, Leadership, Machine Learning",144460
53,18,Bachelor,Marketing Manager,Bristol,UK,Small (50-200),"Teamwork, AWS, Communication, Leadership, PowerPoint",109789
44,26,Bachelor,UX Designer,Bristol,UK,Small (50-200),"SQL, Communication, JavaScript, AWS, Teamwork",167041
49,32,Master,UX Designer,Sydney,Australia,Large (1000+),"Excel, JavaScript, Financial Modeling, Project Management, Machine Learning",482802
46,6,PhD,Teacher,Manchester,UK,Medium (200-1000),"Python, Machine Learning, Communication, Financial Modeling, JavaScript, Leadership",116971
59,11,Master,Medical Technician,Edinburgh,UK,Startup (1-50),"Project Management, Teamwork, Excel, PowerPoint, Python, AWS",133291
44,27,Master,Marketing Manager,Hyderabad,India,Medium (200-1000),"Financial Modeling, Machine Learning, Leadership, Excel, Communication, JavaScript",130495
